time,open,high,low,close,Up Trend,Down Trend
2021-11-08,64602,67399,64147,67144,57314.81134003596,
2021-11-15,66669,67446,65300,65556,57314.81134003596,
2021-11-22,65458,66056,61734,62045,57314.81134003596,
2021-11-29,63490,63747,60610,61516,57314.81134003596,
2021-12-06,61606,62040,60322,61151,57314.81134003596,
2021-12-13,61300,62447,60050,62137,57314.81134003596,
2021-12-20,61901,62489,61182,62298,57314.81134003596,
2021-12-27,62187,63239,61223,62660,57314.81134003596,
2022-01-03,62465,62638,60012,60607,57314.81134003596,
2022-01-10,60404,62385,60251,61603,57314.81134003596,
2022-01-17,61666,65499,61652,64806,57314.81134003596,
2022-01-24,64553,64990,60758,61034,57314.81134003596,
2022-01-31,61101,62220,59951,60849,57314.81134003596,
2022-02-07,61337,63594,61337,62988,57314.81134003596,
2022-02-14,63100,64600,62525,63902,57314.81134003596,
2022-02-21,63700,68097,63271,64023,57314.81134003596,
2022-02-28,65797,69316,65267,69160,57314.81134003596,
2022-03-07,70297,73078,68932,70370,58360.05332462978,
2022-03-14,70000,70398,67117,67876,58360.05332462978,
2022-03-21,68120,69748,67150,68836,58360.05332462978,
2022-03-28,68511,68566,65299,66733,58360.05332462978,
2022-04-04,66735,67135,65855,66992,58360.05332462978,
2022-04-11,66980,69580,66908,69032,58360.05332462978,
2022-04-18,69499,70738,66103,66546,58360.05332462978,
2022-04-25,66000,66040,63556,64349,58360.05332462978,
2022-05-02,63720,64211,61914,62548,58360.05332462978,
2022-05-09,62450,62649,58192,59332,58360.05332462978,
2022-05-16,59437,61999,59300,61407,58360.05332462978,
2022-05-23,61700,62887,61060,62116,58360.05332462978,
2022-05-30,62277,62936,60502,61669,58360.05332462978,
2022-06-06,62199,63029,60250,61929,58360.05332462978,
2022-06-13,61700,61720,59358,60937,58360.05332462978,
2022-06-20,61057,61690,58605,59749,58360.05332462978,
2022-06-27,60250,60729,57537,58175,,71055.57605812377
2022-07-04,58400,58978,56100,57131,,69434.20432091552
2022-07-11,57069,57374,54506,55587,,67806.99069952115
2022-07-18,56120,56370,54151,55131,,66928.09131955309
2022-07-25,54976,58435,54160,58370,,66928.09131955309
2022-08-01,58032,58835,56609,57364,,66928.09131955309
2022-08-08,57398,59420,57311,59276,,66928.09131955309
2022-08-16,58501,58501,55256,55496,,66928.09131955309
2022-08-22,55237,55865,54470,54780,,66641.15659107466
2022-08-29,54230,55017,51857,53022,,64988.41281833634
2022-09-05,53177,55192,52637,55050,,64988.41281833634
2022-09-12,55140,58350,55059,56720,,64988.41281833634
2022-09-19,56864,58497,56023,56233,,64988.41281833634
2022-09-26,55800,57346,54355,56858,,64988.41281833634
2022-10-03,57162,62370,55280,60785,,64988.41281833634
2022-10-10,60000,60000,54911,55226,,64988.41281833634
2022-10-17,55697,57698,55551,57613,,64988.41281833634
2022-10-24,57700,58520,56783,57480,,64988.41281833634
2022-10-31,57307,60740,57049,60538,,64988.41281833634
2022-11-07,60244,62778,60000,61571,,64988.41281833634
2022-11-14,61619,63045,60551,60875,,64988.41281833634
2022-11-21,60580,62460,60164,61676,,64988.41281833634
2022-11-28,61429,66750,60737,66449,50640.82485142574,
2022-12-05,67022,68270,65070,68038,53587.50319466403,
2022-12-12,67490,69575,66736,67650,55188.102981686425,
2022-12-19,67849,70062,67159,69033,55733.46278290733,
2022-12-26,68201,70335,68201,69413,56680.36526404684,
2023-01-02,69503,71120,67830,69155,56849.20757977705,
2023-01-09,69500,69835,67631,69427,56849.20757977705,
2023-01-16,69500,70077,67425,68547,56849.20757977705,
2023-01-23,68989,69100,66769,68329,56849.20757977705,
2023-01-30,68438,72769,67406,67576,57402.420185377094,
2023-02-06,67776,68185,66258,66664,57402.420185377094,
2023-02-13,66275,66674,64400,65631,57402.420185377094,
2023-02-20,65933,66200,63201,63433,57402.420185377094,
2023-02-27,64154,65066,63214,64401,57402.420185377094,
2023-03-06,64657,65000,61353,62890,57402.420185377094,
2023-03-13,63623,68720,63348,68501,57402.420185377094,
2023-03-20,68349,71481,68127,70411,57402.420185377094,
2023-03-27,70251,72611,69555,72218,58324.797723623495,
2023-04-03,71811,75175,71437,74570,60401.54454204859,
2023-04-10,74057,77549,74057,75677,62827.641572578694,
2023-04-17,75506,76300,73905,74654,62827.641572578694,
2023-04-24,74512,75077,73063,74071,62827.641572578694,
2023-05-01,75888,78292,74480,77047,63653.341177823975,
2023-05-08,77248,78120,72506,73054,63653.341177823975,
2023-05-15,73188,73675,71811,73321,63653.341177823975,
2023-05-22,73100,73381,70156,71229,63653.341177823975,
2023-05-29,71550,72999,70484,72020,63653.341177823975,
2023-06-05,71901,74324,71188,73796,63653.341177823975,
2023-06-12,73551,73890,70715,72688,63653.341177823975,
2023-06-19,72540,72977,67515,68083,63653.341177823975,
2023-06-26,68599,70314,68599,70030,63653.341177823975,
2023-07-03,70060,71661,69802,71310,63653.341177823975,
2023-07-10,71284,76137,70410,75968,63653.341177823975,
2023-07-17,75510,76674,74810,74970,63653.341177823975,
2023-07-24,74800,76147,73250,74059,63653.341177823975,
2023-07-31,74040,75500,71560,72478,63653.341177823975,
2023-08-07,72280,72352,69650,69976,63653.341177823975,
2023-08-14,69841,70891,69376,70235,63653.341177823975,
2023-08-21,70425,74084,70230,73549,63653.341177823975,
2023-08-28,73668,77200,73170,75089,63653.341177823975,
2023-09-04,75099,75280,71490,71563,63653.341177823975,
2023-09-11,71711,72649,70062,72154,63653.341177823975,
2023-09-18,72222,73781,71370,73337,63653.341177823975,
2023-09-25,73251,73636,69754,69857,63653.341177823975,
2023-10-03,69255,69255,65666,68170,63653.341177823975,
2023-10-09,68740,71486,68525,71287,63653.341177823975,
2023-10-16,71200,73599,70600,72915,63653.341177823975,
2023-10-23,72645,72837,70750,71717,63653.341177823975,
2023-10-30,71839,73390,70880,72252,63653.341177823975,
2023-11-06,72230,72388,69963,70032,63653.341177823975,
2023-11-13,69500,74000,69053,73140,63653.341177823975,
2023-11-20,72997,73975,72060,73884,63653.341177823975,
2023-11-27,74500,78240,74114,78087,63653.341177823975,
2023-12-04,78150,78549,72460,72518,63653.341177823975,
2023-12-11,72539,75319,71234,74525,63653.341177823975,
2023-12-18,74525,76046,74059,75386,63653.341177823975,
2023-12-26,75648,75825,73641,74430,63653.341177823975,
2024-01-01,74279,75000,71627,72587,63653.341177823975,
2024-01-08,72457,73245,71158,72480,63653.341177823975,
2024-01-15,72796,72842,71148,71460,63653.341177823975,
2024-01-22,71251,72225,70351,71773,63653.341177823975,
2024-01-29,71854,72705,70755,71208,63653.341177823975,
2024-02-05,70776,71180,69880,70774,63653.341177823975,
2024-02-12,71023,72180,69128,72112,63653.341177823975,
2024-02-19,71395,71650,69795,70479,63653.341177823975,
2024-02-26,70182,72350,68854,72278,63653.341177823975,
2024-03-04,72230,74841,71905,74262,63653.341177823975,
2024-03-11,74181,76049,73583,75650,63653.341177823975,
2024-03-18,75400,78323,74298,74787,64625.291222791406,
2024-03-25,74939,75296,74280,75048,64625.291222791406,
2024-04-01,75450,81030,75010,80863,65982.68035407607,
2024-04-08,81595,86126,80728,82813,70752.70166380433,
2024-04-15,82799,84322,82736,83507,71276.72155288405,
2024-04-22,82500,82500,79361,80680,71276.72155288405,
2024-04-29,82347,82690,80275,81043,71276.72155288405,
2024-05-06,81750,85812,81603,84910,71276.72155288405,
2024-05-13,84598,92536,84377,91024,74336.47383062901,
2024-05-20,92394,95950,90250,90548,78401.30890858707,
2024-05-27,91479,96493,91355,91570,78619.88831468126,
2024-06-03,91125,94610,88727,89089,78619.88831468126,
2024-06-10,89355,91190,87363,89090,78619.88831468126,
2024-06-17,88561,91850,87851,89139,78619.88831468126,
2024-06-24,89176,89455,86156,87167,78619.88831468126,
2024-07-01,89453,94186,89035,93554,78619.88831468126,
2024-07-08,93295,94590,92025,93109,78619.88831468126,
2024-07-15,92903,94054,89270,89646,78619.88831468126,
2024-07-22,89641,89744,80666,81371,78619.88831468126,
2024-07-29,81711,84700,80271,82493,78619.88831468126,
2024-08-05,83205,83405,78270,80543,78619.88831468126,
2024-08-12,80425,83380,79800,83213,78619.88831468126,
2024-08-19,83750,85840,83345,85211,78619.88831468126,
2024-08-26,84924,87078,83650,85210,78619.88831468126,
2024-09-02,84910,85945,82320,82757,78619.88831468126,
2024-09-09,82967,89825,82251,89180,78619.88831468126,
2024-09-16,89893,90743,88122,90135,78619.88831468126,
2024-09-23,90177,94138,88341,91398,78619.88831468126,
2024-09-30,91519,95388,90200,93349,78619.88831468126,
2024-10-07,93161,93305,88222,91690,78619.88831468126,
2024-10-14,91239,95521,89705,95402,78619.88831468126,
2024-10-21,97190,100081,95620,97134,79520.3005025153,
2024-10-28,96666,99332,94320,95483,79520.3005025153,
2024-11-04,94791,95332,90020,91269,79520.3005025153,
